id,value,feed_id,created_at,lat,lon,ele
0FV5M09YMD9Y656A9RSE9QJ7HE,33.6924,3025962,2025-03-22 11:25:47 UTC,,,
0FV5M0ET31JW71RANR5ES29X6M,33.6924,3025962,2025-03-22 11:26:03 UTC,,,
0FV5M0KPF8S90VQPN9GKJ1DCZM,33.6924,3025962,2025-03-22 11:26:19 UTC,,,
0FV5M0RK1QD3FDK222YPECE4B2,33.6924,3025962,2025-03-22 11:26:35 UTC,,,
0FV5M0XEWAJG3EPG6VARNKC4H7,33.6924,3025962,2025-03-22 11:26:51 UTC,,,
0FV5M12CDBQ43V75YN1SJXS4DX,33.6924,3025962,2025-03-22 11:27:07 UTC,,,
0FV5M177VYV2ZBY943866D16HJ,33.6924,3025962,2025-03-22 11:27:23 UTC,,,
0FV5M1C48DJV4WDX4BKHXM70E1,33.6924,3025962,2025-03-22 11:27:39 UTC,,,
0FV5M1H05FXZBYF71PW6ZXPSXC,33.2242,3025962,2025-03-22 11:27:55 UTC,,,
0FV5M1NWK7641EWXM3T66E4AE5,33.2242,3025962,2025-03-22 11:28:11 UTC,,,
0FV5M1TS2WRB49CTV97TPSYFEG,33.6924,3025962,2025-03-22 11:28:27 UTC,,,
0FV5M1ZNDCQR59PCXTNWQDAKCB,33.6924,3025962,2025-03-22 11:28:43 UTC,,,
0FV5M24H9VFKQ4TRQCMCEX0CW3,33.2242,3025962,2025-03-22 11:28:59 UTC,,,
0FV5M29DQGEFWSZDVJMY9ZKZJG,33.6924,3025962,2025-03-22 11:29:15 UTC,,,
0FV5M2EA438MYEBMZBXT3SVGWX,33.6924,3025962,2025-03-22 11:29:31 UTC,,,
0FV5M2K6N2SBZPTJX0SKP6BR4C,33.6924,3025962,2025-03-22 11:29:47 UTC,,,
0FV5M2R2R2Q17DJCCDTB4HRDH5,33.6924,3025962,2025-03-22 11:30:03 UTC,,,
0FV5M2WZ7QXFRSMNCS2CGYFF7G,33.2242,3025962,2025-03-22 11:30:19 UTC,,,
0FV5M31VC79A3P0X50RK62ZG0V,33.6924,3025962,2025-03-22 11:30:35 UTC,,,
0FV5M36QS7Z7JDQTFY36JDTV23,33.6924,3025962,2025-03-22 11:30:51 UTC,,,
0FV5M3BMTE44ND88053CVH3M6R,33.6924,3025962,2025-03-22 11:31:07 UTC,,,
0FV5M3GG6VQP3XZ93ASZW9N5EZ,33.6924,3025962,2025-03-22 11:31:23 UTC,,,
0FV5M3NCMCWN38R23ZYSAC4SBJ,33.6924,3025962,2025-03-22 11:31:39 UTC,,,
0FV5M3T90D189HNGJSX11T096M,33.6924,3025962,2025-03-22 11:31:55 UTC,,,
0FV5M3Z5EYHDZ7KCSA46QJA2Z7,33.6924,3025962,2025-03-22 11:32:11 UTC,,,
0FV5M441E8YH9GFP0TM31M6PY7,33.6924,3025962,2025-03-22 11:32:27 UTC,,,
0FV5M48XV68J4Z7VQC0A3ANV65,33.6924,3025962,2025-03-22 11:32:43 UTC,,,
0FV5M4DT9VNGVDSC0GC0BQ5V8V,33.6924,3025962,2025-03-22 11:32:59 UTC,,,
0FV5M4JPQ47PK9V15YPHZW8Q96,33.6924,3025962,2025-03-22 11:33:15 UTC,,,
0FV5M4QJNKKTED3TXBBCDCBS4D,33.6924,3025962,2025-03-22 11:33:31 UTC,,,
0FV5M4WF1T1DAFW0QW9HABS5MM,33.6924,3025962,2025-03-22 11:33:47 UTC,,,
0FV5M51B8SSF8R0N1FJ88C8YRF,33.6924,3025962,2025-03-22 11:34:03 UTC,,,
0FV5M567Q45GBCF9NDHNAQSM5Z,33.6924,3025962,2025-03-22 11:34:19 UTC,,,
0FV5M5B45R1V6SS25T1YF04R01,33.6924,3025962,2025-03-22 11:34:35 UTC,,,
0FV5M5G06NW61M5TV4N3ZTYRQK,33.6924,3025962,2025-03-22 11:34:51 UTC,,,
0FV5M5MWQ2WH8V8TMT3R2086Z0,33.6924,3025962,2025-03-22 11:35:07 UTC,,,
0FV5M5SRTJP9XZ6AEMVGWYRSNC,33.6924,3025962,2025-03-22 11:35:23 UTC,,,
0FV5M5YN4W980KYKVVFXTD630V,33.6924,3025962,2025-03-22 11:35:39 UTC,,,
0FV5M63HRYFR1412TF1BNN78MM,33.6924,3025962,2025-03-22 11:35:55 UTC,,,
0FV5M68DJQA3CCQHFWFXADGH6W,33.6924,3025962,2025-03-22 11:36:11 UTC,,,
0FV5M6DA3P2KQWR4QK61MM8RPG,33.6924,3025962,2025-03-22 11:36:27 UTC,,,
0FV5M6J6QW4JQ08TB2774ER2FE,33.6924,3025962,2025-03-22 11:36:43 UTC,,,
0FV5M6Q2JBBRBHANYJTYBDGS7F,33.6924,3025962,2025-03-22 11:36:59 UTC,,,
0FV5M6VZ2M4N6TVX22H1HSEPY0,33.6924,3025962,2025-03-22 11:37:15 UTC,,,
0FV5M70VVC74SHPMY6M7KJ9B5S,33.2242,3025962,2025-03-22 11:37:31 UTC,,,
0FV5M75QGS93M80KPRGMY6XKKM,33.6924,3025962,2025-03-22 11:37:47 UTC,,,
0FV5M7AKZ197MDAQ6R6S5T8K8M,33.6924,3025962,2025-03-22 11:38:03 UTC,,,
0FV5M7FGFA6B8HYAMZ85HD6SZ0,33.6924,3025962,2025-03-22 11:38:19 UTC,,,
0FV5M7MCDK6T2NNCZVR8KE6A9J,33.6924,3025962,2025-03-22 11:38:35 UTC,,,
0FV5M7S8TEQGDNZHZXR6NYPS1E,33.6924,3025962,2025-03-22 11:38:51 UTC,,,
0FV5M7Y593JM1QGZJHW466Y7Z2,33.6924,3025962,2025-03-22 11:39:07 UTC,,,
0FV5M83180E445XG8Z95HD5GH1,33.6924,3025962,2025-03-22 11:39:23 UTC,,,
0FV5M87XSCYM23Z87ZS7D9DD5H,33.6924,3025962,2025-03-22 11:39:39 UTC,,,
0FV5M8CT5V92ZMKQXZ09PT8S3A,33.6924,3025962,2025-03-22 11:39:55 UTC,,,
0FV5M8HP35WGABCJF1JYNM28QT,33.6924,3025962,2025-03-22 11:40:11 UTC,,,
0FV5M8PJGDJB2ZGRQFCX0NDSAF,33.6924,3025962,2025-03-22 11:40:27 UTC,,,
0FV5M8VF1CT3T449S940RC92KH,33.6924,3025962,2025-03-22 11:40:43 UTC,,,
0FV5M90AZQ62RWNRY4JECSP8VP,33.6924,3025962,2025-03-22 11:40:59 UTC,,,
0FV5M957EJC72SBB3B16N3BVZR,33.6924,3025962,2025-03-22 11:41:15 UTC,,,
0FV5M9A3Y2QG3FGQFRKZ7QA9RK,33.6924,3025962,2025-03-22 11:41:31 UTC,,,
0FV5M9F014PSBPTSTGYES6HA65,33.6924,3025962,2025-03-22 11:41:47 UTC,,,
0FV5M9KWJFGJHMHHJWN2D9ZTQQ,33.6924,3025962,2025-03-22 11:42:03 UTC,,,
0FV5M9RRWG5M515JCE8RWXZ73Q,33.6924,3025962,2025-03-22 11:42:19 UTC,,,
0FV5M9XMYE9ZN9EYXDB704EVFD,32.7561,3025962,2025-03-22 11:42:35 UTC,,,
0FV5MA2HE8M34FYNNS07NCKY40,32.2879,3025962,2025-03-22 11:42:51 UTC,,,
0FV5MA7ECGF04QY92QEW0WTF8C,31.8198,3025962,2025-03-22 11:43:08 UTC,,,
0FV5MAC9VVHWPRF144BR50SYPG,31.8198,3025962,2025-03-22 11:43:23 UTC,,,
0FV5MAH686QENC5Y75S96C0E3R,31.8198,3025962,2025-03-22 11:43:39 UTC,,,
0FV5MAP2RAFFQ2P1RX762KME4M,31.8198,3025962,2025-03-22 11:43:55 UTC,,,
0FV5MATYQ6FDZEN6B2Z5Q9GRB1,31.8198,3025962,2025-03-22 11:44:11 UTC,,,
0FV5MAZV53H8XCTVKZPB78CWFX,31.8198,3025962,2025-03-22 11:44:27 UTC,,,
0FV5MB4QN0FXCN8RV6DDAKYPVT,31.3517,3025962,2025-03-22 11:44:43 UTC,,,
0FV5MB9KN1K27C684T7R8Q7KM7,31.8198,3025962,2025-03-22 11:44:59 UTC,,,
0FV5MBEG375YJ4ESNCZ43YA9Y2,32.2879,3025962,2025-03-22 11:45:15 UTC,,,
0FV5MBKCKPNV6FN26YEEXAFBJP,31.8198,3025962,2025-03-22 11:45:32 UTC,,,
0FV5MBR8JGWS8H6DYKBY63D3Z4,31.8198,3025962,2025-03-22 11:45:47 UTC,,,
0FV5MBX524VM1ADSGT91204KFA,32.2879,3025962,2025-03-22 11:46:04 UTC,,,
0FV5MC21FMXNKP5DKKM16Z6VVQ,32.2879,3025962,2025-03-22 11:46:20 UTC,,,
0FV5MC6XFQGRDJGTCW8SPEWWW3,32.2879,3025962,2025-03-22 11:46:36 UTC,,,
0FV5MCBSY8WFRJEJTDSH751WZT,32.2879,3025962,2025-03-22 11:46:52 UTC,,,
0FV5MCGPEKRTNKHR5338QP2ASE,32.2879,3025962,2025-03-22 11:47:08 UTC,,,
0FV5MCNJE8G6J2DX4F9TG1HVZK,32.2879,3025962,2025-03-22 11:47:24 UTC,,,
0FV5MCTEVY80EGYBSASPTQGDKX,32.2879,3025962,2025-03-22 11:47:40 UTC,,,
0FV5MCZBA7VDH42W6FBF31XXZ2,32.2879,3025962,2025-03-22 11:47:56 UTC,,,
0FV5MD479M0VTCBKZ0Z8V111KP,32.2879,3025962,2025-03-22 11:48:12 UTC,,,
0FV5MD93RCRH8FW2FYWD2X1V07,32.2879,3025962,2025-03-22 11:48:28 UTC,,,
0FV5MDDZV4Q1SZVM5P3N513NRT,32.2879,3025962,2025-03-22 11:48:44 UTC,,,
0FV5MDJW8VPZ76MNBN8W70NAWH,32.2879,3025962,2025-03-22 11:49:00 UTC,,,
0FV5MDQRV2KXEX49YXRCD5SQAC,32.2879,3025962,2025-03-22 11:49:16 UTC,,,
0FV5MDWMRCYJ8KSQ05SG5WFAAJ,32.2879,3025962,2025-03-22 11:49:32 UTC,,,
0FV5ME1H5B1932F3E6RTJX6NW8,32.2879,3025962,2025-03-22 11:49:48 UTC,,,
0FV5ME6DMW08KTMB6RRAF2NSSC,32.7561,3025962,2025-03-22 11:50:04 UTC,,,
0FV5MEB9PDBNK5FPJ5K9FZBC8N,32.2879,3025962,2025-03-22 11:50:20 UTC,,,
0FV5MEG6594RBGN01WH54VQNGS,32.7561,3025962,2025-03-22 11:50:36 UTC,,,
0FV5MEN242RH6SK5AY54HW8MYX,32.2879,3025962,2025-03-22 11:50:52 UTC,,,
0FV5MESYR06H18KE11FRY1T563,32.7561,3025962,2025-03-22 11:51:08 UTC,,,
0FV5MEYV5Q6JJTDEHDYPCV6W25,32.7561,3025962,2025-03-22 11:51:24 UTC,,,
0FV5MF3Q9WVZSWCYJQ88P8ZTFF,32.7561,3025962,2025-03-22 11:51:40 UTC,,,
0FV5MF8KMTQCMQEK4TRRNS3X11,32.7561,3025962,2025-03-22 11:51:56 UTC,,,
0FV5MFDG4MVMA02X3YBQ8RCTZP,32.7561,3025962,2025-03-22 11:52:12 UTC,,,
0FV5MFJC2YXQ53F02YAS95XPFX,32.7561,3025962,2025-03-22 11:52:28 UTC,,,
0FV5MFQ8G448G31MSG447EF3WX,32.7561,3025962,2025-03-22 11:52:44 UTC,,,
0FV5MFW4Y2RXE9MHE8T05NHNGS,32.7561,3025962,2025-03-22 11:53:00 UTC,,,
0FV5MG11BSE1PGA7M4X27DDXKM,32.7561,3025962,2025-03-22 11:53:16 UTC,,,
0FV5MG5XCDNJS2HGW53CQ40BG3,32.7561,3025962,2025-03-22 11:53:32 UTC,,,
0FV5MGASV7YY7EPG9A269KCT9B,32.7561,3025962,2025-03-22 11:53:48 UTC,,,
0FV5MGFP8RS8WKGKKP9D2BTFFM,32.7561,3025962,2025-03-22 11:54:04 UTC,,,
0FV5MGMJ9N4WJE2J20Z8HGTEGH,32.7561,3025962,2025-03-22 11:54:20 UTC,,,
0FV5MGSES7V5J560PAVQW11ZW4,32.7561,3025962,2025-03-22 11:54:36 UTC,,,
0FV5MGYATYZYP2M3ZQWPP8EWWT,32.7561,3025962,2025-03-22 11:54:52 UTC,,,
0FV5MH378PNV759QC141XWHRE0,32.7561,3025962,2025-03-22 11:55:08 UTC,,,
0FV5MH83PYGXNGWMNBCPZ1S3F6,32.7561,3025962,2025-03-22 11:55:24 UTC,,,
0FV5MHCZP5P4BQCVG0P0KCGHJG,32.7561,3025962,2025-03-22 11:55:40 UTC,,,
0FV5MHHW6VQ5RH78PKWT3A5V6K,32.7561,3025962,2025-03-22 11:55:56 UTC,,,
0FV5MHPRNQJJQRHT90J0MQ6AD0,32.7561,3025962,2025-03-22 11:56:12 UTC,,,
0FV5MHVMVQXHW31A6GQJYV0EG3,32.7561,3025962,2025-03-22 11:56:28 UTC,,,
0FV5MJ0H4Y26EWRQ6YJJ24VAZ0,32.7561,3025962,2025-03-22 11:56:44 UTC,,,
0FV5MJ5D8SR0MY4S30PNZ0D2HB,32.7561,3025962,2025-03-22 11:57:00 UTC,,,
0FV5MJA9KGYSX4XQFTDDYEDMGT,32.7561,3025962,2025-03-22 11:57:16 UTC,,,
0FV5MJF61RBCN5YXKP60H0WR84,32.7561,3025962,2025-03-22 11:57:32 UTC,,,
0FV5MJM22XJX1EZF63HP2G3XTC,32.7561,3025962,2025-03-22 11:57:48 UTC,,,
0FV5MJRYK12GAWV5ENTA1ZX7AZ,32.7561,3025962,2025-03-22 11:58:04 UTC,,,
0FV5MJXV5MDPA7C6M705935ZTY,32.7561,3025962,2025-03-22 11:58:20 UTC,,,
0FV5MK2Q3QC3AFT33G0BHMXCFQ,32.7561,3025962,2025-03-22 11:58:36 UTC,,,
0FV5MK7KTTBK1V164WQ2MV27PH,32.7561,3025962,2025-03-22 11:58:52 UTC,,,
0FV5MKCFMVXWB0AQ0VDWMQ4ABJ,32.7561,3025962,2025-03-22 11:59:08 UTC,,,
0FV5MKHC0CMNARS4M6FWJMPW70,32.7561,3025962,2025-03-22 11:59:24 UTC,,,
0FV5MKP8FBKBNCQTARZVGJX31Y,32.7561,3025962,2025-03-22 11:59:40 UTC,,,
0FV5MKV4X0RW666P5QXJACMSX1,32.7561,3025962,2025-03-22 11:59:56 UTC,,,
0FV5MM00YPQJ288CQM810R7QK7,33.2242,3025962,2025-03-22 12:00:12 UTC,,,
0FV5MM4XAKA40XYRQ9WTBCC8WV,32.7561,3025962,2025-03-22 12:00:28 UTC,,,
0FV5MM9TDRBXD74T9BR8WAQCZV,32.7561,3025962,2025-03-22 12:00:44 UTC,,,
0FV5MMENXEMX5M0E1W99Q29TB5,32.7561,3025962,2025-03-22 12:01:00 UTC,,,
0FV5MMKJC68MBY9V8K2B82BWPJ,33.2242,3025962,2025-03-22 12:01:16 UTC,,,
0FV5MMRF8Y4XS826WR3PS6CQS0,32.7561,3025962,2025-03-22 12:01:32 UTC,,,
0FV5MMXB2NXBGE8XGHF7BYR750,32.7561,3025962,2025-03-22 12:01:48 UTC,,,
0FV5MN2745JV2PDSSAWZ1GGGW3,32.7561,3025962,2025-03-22 12:02:04 UTC,,,
0FV5MN73M2KSZ0HF54D261ATRS,32.7561,3025962,2025-03-22 12:02:20 UTC,,,
0FV5MNBZK7NWY7FAME466GH3AM,32.7561,3025962,2025-03-22 12:02:36 UTC,,,
0FV5MNGW20B2CFH86T60F5BEKX,32.7561,3025962,2025-03-22 12:02:52 UTC,,,
0FV5MNNRHCMVM5WBZ3ZCM21M46,32.7561,3025962,2025-03-22 12:03:08 UTC,,,
0FV5MNTMHFV3QZEFNJAFJ761NS,32.7561,3025962,2025-03-22 12:03:24 UTC,,,
0FV5MNZH177H771QHS62YS8J3S,32.7561,3025962,2025-03-22 12:03:40 UTC,,,
0FV5MP4E0NQAS8DBNB30AKX0ZQ,32.7561,3025962,2025-03-22 12:03:56 UTC,,,
0FV5MP99DHPBHZ5EY389VWD2HN,33.2242,3025962,2025-03-22 12:04:12 UTC,,,
0FV5MPE5YPNGT4N227ZW0CV53X,32.7561,3025962,2025-03-22 12:04:28 UTC,,,
0FV5MPK2C037D6V71DT9T2Q1Y4,32.7561,3025962,2025-03-22 12:04:44 UTC,,,
0FV5MPQYBBQ3HZXJ5536P7PMDQ,32.7561,3025962,2025-03-22 12:05:00 UTC,,,
0FV5MPWTV3C5EMY4F85E8QB7SS,32.7561,3025962,2025-03-22 12:05:16 UTC,,,
0FV5MQ1Q8CFPE6YK7KS6E6TN6Y,32.7561,3025962,2025-03-22 12:05:32 UTC,,,
0FV5MQ6KNA4DRCMTACSSD9AY35,32.7561,3025962,2025-03-22 12:05:48 UTC,,,
0FV5MQBFMSC0Z1MF75FR26KXRP,32.7561,3025962,2025-03-22 12:06:04 UTC,,,
0FV5MQGC4TAB9NY2A6K42HTRKP,32.7561,3025962,2025-03-22 12:06:20 UTC,,,
0FV5MQN87DSHBM6JHM5PSCJB07,33.2242,3025962,2025-03-22 12:06:36 UTC,,,
0FV5MQT4PYK0073N2BFZBMCYFF,32.7561,3025962,2025-03-22 12:06:52 UTC,,,
0FV5MQZ0R3K070W1XCTBMCR9FW,33.2242,3025962,2025-03-22 12:07:08 UTC,,,
0FV5MR3X728HTFPB0XFX0DKTF6,33.2242,3025962,2025-03-22 12:07:24 UTC,,,
0FV5MR8SPHX1CBK46PBR25RKFC,32.7561,3025962,2025-03-22 12:07:40 UTC,,,
0FV5MRDNPE4NT83B2AQMQFT3CV,33.2242,3025962,2025-03-22 12:07:56 UTC,,,
0FV5MRJJ6376GPF2MMSV91QNGS,32.7561,3025962,2025-03-22 12:08:12 UTC,,,
0FV5MRQE6J6H3M22ZA00FZW1QY,33.2242,3025962,2025-03-22 12:08:28 UTC,,,
0FV5MRWAP6FHBTEYSZPAF9EHG4,33.2242,3025962,2025-03-22 12:08:44 UTC,,,
0FV5MS17AET1SESW522PARVG7P,33.2242,3025962,2025-03-22 12:09:00 UTC,,,
0FV5MS6369BVHNEP7W200G93V2,33.2242,3025962,2025-03-22 12:09:16 UTC,,,
0FV5MSAZPX3DR52C5NKPRJQHDJ,32.7561,3025962,2025-03-22 12:09:32 UTC,,,
0FV5MSFVQH183QRTN60CESKJJQ,33.2242,3025962,2025-03-22 12:09:48 UTC,,,
0FV5MSMR6KZAQ2HDXS9GVG387G,33.2242,3025962,2025-03-22 12:10:04 UTC,,,
0FV5MSSMYE12TACHTMBS92V7TA,33.2242,3025962,2025-03-22 12:10:20 UTC,,,
0FV5MSYGJXT8MFDDE4M2248B1P,33.2242,3025962,2025-03-22 12:10:36 UTC,,,
0FV5MT3D80EQBXATTZZPFG305Z,33.2242,3025962,2025-03-22 12:10:52 UTC,,,
0FV5MT89MJPJDSS02XR1RHVKGZ,32.7561,3025962,2025-03-22 12:11:08 UTC,,,
0FV5MTD5ET6QBR5SJC135SQQDV,32.7561,3025962,2025-03-22 12:11:24 UTC,,,
0FV5MTJ1ZHM95EY56W3QYYHYS2,33.2242,3025962,2025-03-22 12:11:40 UTC,,,
0FV5MTPYFSDXK3NXWWP4WGWGJA,33.2242,3025962,2025-03-22 12:11:56 UTC,,,
0FV5MTVTVG19D13QB5RHYPGC1H,33.6924,3025962,2025-03-22 12:12:12 UTC,,,
0FV5MV0PT41F6G4RACVQBSNSF6,33.2242,3025962,2025-03-22 12:12:28 UTC,,,
0FV5MV5K9RWSXZ85DF1HTNHVS1,33.6924,3025962,2025-03-22 12:12:44 UTC,,,
0FV5MVAFVKA1NZGVDDYWRJSDDX,32.7561,3025962,2025-03-22 12:13:00 UTC,,,
0FV5MVFBV29SJN10FR12932XZ2,33.2242,3025962,2025-03-22 12:13:16 UTC,,,
0FV5MVM88BA118C7Q4A63TKQJZ,33.2242,3025962,2025-03-22 12:13:32 UTC,,,
0FV5MVS48F7X27HPNR5SKYWV65,33.2242,3025962,2025-03-22 12:13:48 UTC,,,
0FV5MVY15GEVRP2M58XYC7HJEE,32.7561,3025962,2025-03-22 12:14:04 UTC,,,
0FV5MW2X9M0H1MDMT0NEVYDWTN,32.7561,3025962,2025-03-22 12:14:20 UTC,,,
0FV5MW7SA4KZ94QAJBBG9BA3BG,32.7561,3025962,2025-03-22 12:14:36 UTC,,,
0FV5MWCNQPM1FJ2J84VNK65TDM,33.2242,3025962,2025-03-22 12:14:52 UTC,,,
0FV5MWHHT2R3FNN255EW7SNXKP,33.2242,3025962,2025-03-22 12:15:08 UTC,,,
0FV5MWPE7W9FT2FA2FPZPWGF3W,33.2242,3025962,2025-03-22 12:15:24 UTC,,,
0FV5MWVAQMTGSVFW15ME1VZT4D,33.2242,3025962,2025-03-22 12:15:40 UTC,,,
0FV5MX06PGB9JH5MVTQQKWV5HW,32.7561,3025962,2025-03-22 12:15:56 UTC,,,
0FV5MX5393YXEV69H3D2QYJPHZ,33.2242,3025962,2025-03-22 12:16:12 UTC,,,
0FV5MX9ZNT7CB7K6G2708DTFYR,33.2242,3025962,2025-03-22 12:16:28 UTC,,,
0FV5MXEVQ99E07N95BYKH4Q4CQ,33.2242,3025962,2025-03-22 12:16:44 UTC,,,
0FV5MXKRCD80MWDHWJTA98BFCQ,33.2242,3025962,2025-03-22 12:17:00 UTC,,,
0FV5MXRM5M3TB8A3JACY2X7MDK,33.2242,3025962,2025-03-22 12:17:16 UTC,,,
0FV5MXXGJJ4NFTG1VX7G5EARZ6,32.7561,3025962,2025-03-22 12:17:32 UTC,,,
0FV5MY2D145868RZ32MBMM8TB6,33.2242,3025962,2025-03-22 12:17:48 UTC,,,
0FV5MY7924MZZV6691SM8ZG51V,33.6924,3025962,2025-03-22 12:18:04 UTC,,,
0FV5MYC5H29YVWKD3RXT0HH21B,33.2242,3025962,2025-03-22 12:18:20 UTC,,,
0FV5MYH1Y082083NC5VJF76W5G,33.6924,3025962,2025-03-22 12:18:36 UTC,,,
0FV5MYNYVYH39JRRX8KSQ5AZT4,32.7561,3025962,2025-03-22 12:18:52 UTC,,,
0FV5MYTTECHSZFAH28WA08XTCC,33.2242,3025962,2025-03-22 12:19:08 UTC,,,
0FV5MYZPS8CBBBPMA83C93PCRC,33.2242,3025962,2025-03-22 12:19:24 UTC,,,
0FV5MZ4K7T4Z3HAYTB6KW8J7Z5,32.7561,3025962,2025-03-22 12:19:40 UTC,,,
0FV5MZ9FCPJTRP6CGJYJVXRP2W,33.2242,3025962,2025-03-22 12:19:56 UTC,,,
0FV5MZEBR8DC0TWC2A2VV58T3E,33.2242,3025962,2025-03-22 12:20:12 UTC,,,
0FV5MZK83SYECFCSCNC3PEEABY,33.2242,3025962,2025-03-22 12:20:28 UTC,,,
0FV5MZR44TMVEHYZVC7JY7XTQV,32.7561,3025962,2025-03-22 12:20:44 UTC,,,
0FV5MZX0SXCDZNC0D5KTXJXYNT,32.7561,3025962,2025-03-22 12:21:00 UTC,,,
0FV5N01XA242Y4CY8JCQHWWZFZ,33.2242,3025962,2025-03-22 12:21:16 UTC,,,
0FV5N06S3MX2X1ZJB5QHKYXHZH,33.6924,3025962,2025-03-22 12:21:32 UTC,,,
0FV5N0BNKMHXDTHSW0RF2DMTDQ,33.2242,3025962,2025-03-22 12:21:48 UTC,,,
0FV5N0GJ0BGZTZ23EA4C3HT6N7,33.2242,3025962,2025-03-22 12:22:04 UTC,,,
0FV5N0NDZTVSK3NJPATCTSHQYW,33.2242,3025962,2025-03-22 12:22:20 UTC,,,
0FV5N0TAGNW3KE4EGCMF0Y1J67,33.6924,3025962,2025-03-22 12:22:36 UTC,,,
0FV5N0Z7H55YVTP6N971H6CT89,33.2242,3025962,2025-03-22 12:22:52 UTC,,,
0FV5N14310V18X4KA5ANE4P630,33.2242,3025962,2025-03-22 12:23:08 UTC,,,
0FV5N18ZGBJCGG6F905X421XPB,32.7561,3025962,2025-03-22 12:23:24 UTC,,,
0FV5N1DW1ZEHHF4TC8NJC2R7GX,33.2242,3025962,2025-03-22 12:23:40 UTC,,,
0FV5N1JQWHCBN303E2TAFM42K4,33.6924,3025962,2025-03-22 12:23:56 UTC,,,
0FV5N1QMB4R52GFQ7FX460BBCF,33.2242,3025962,2025-03-22 12:24:12 UTC,,,
0FV5N1WGDAJA34BRCXM841W9H5,33.2242,3025962,2025-03-22 12:24:28 UTC,,,
0FV5N21CRHG2TYMY22WBPVWKNA,33.2242,3025962,2025-03-22 12:24:44 UTC,,,
0FV5N26986TSKHY2EWHZMCX4F0,33.6924,3025962,2025-03-22 12:25:00 UTC,,,
0FV5N2B57QYTSV0PR03RH8KJDC,33.2242,3025962,2025-03-22 12:25:16 UTC,,,
0FV5N2G1QET5D8JT6WQH3RFD6Z,33.2242,3025962,2025-03-22 12:25:32 UTC,,,
0FV5N2MY88JZZYFXSPRQJE6PET,33.6924,3025962,2025-03-22 12:25:48 UTC,,,
0FV5N2ST66WDBB21XAXRGKNN8V,33.2242,3025962,2025-03-22 12:26:04 UTC,,,
0FV5N2YPVS1HM37S67T459688Q,33.2242,3025962,2025-03-22 12:26:20 UTC,,,
0FV5N33K40P79A8S7PKM9BH5RE,33.2242,3025962,2025-03-22 12:26:36 UTC,,,
0FV5N38FHR3T36RRYHW23DFEMQ,33.2242,3025962,2025-03-22 12:26:52 UTC,,,
0FV5N3DBH8DJVA60DBVR2QTYHM,32.7561,3025962,2025-03-22 12:27:08 UTC,,,
0FV5N3J8571D85MK98BW8EVXXN,33.2242,3025962,2025-03-22 12:27:24 UTC,,,
0FV5N3Q4001B51HFD4D2DRQ3YR,33.2242,3025962,2025-03-22 12:27:40 UTC,,,
0FV5N3W0G9831C64D2KKMJ36SD,33.6924,3025962,2025-03-22 12:27:56 UTC,,,
0FV5N40WXZC6JWSRD8V21X95Q8,33.6924,3025962,2025-03-22 12:28:12 UTC,,,
0FV5N45RWYXRDR9PHNMCK8W2PG,33.2242,3025962,2025-03-22 12:28:28 UTC,,,
0FV5N4ANBNSWATQA2M0J8WZAK7,33.6924,3025962,2025-03-22 12:28:44 UTC,,,
0FV5N4FHYN76FT2WFGSK078D56,33.2242,3025962,2025-03-22 12:29:00 UTC,,,
0FV5N4MDZD2694XYFYZT504NP3,33.2242,3025962,2025-03-22 12:29:16 UTC,,,
0FV5N4SADSCZ1S7VS3J8XJHW0P,33.2242,3025962,2025-03-22 12:29:32 UTC,,,
0FV5N4Y6DJ77E19VBWT83T7KTN,32.7561,3025962,2025-03-22 12:29:48 UTC,,,
0FV5N53332J5YCSYF0110DVY93,33.6924,3025962,2025-03-22 12:30:04 UTC,,,
0FV5N57ZQ7X258QNEYBBRNZPN1,32.7561,3025962,2025-03-22 12:30:20 UTC,,,
0FV5N5CVDJW30KR3C777PQPFEH,33.2242,3025962,2025-03-22 12:30:36 UTC,,,
0FV5N5HQTSKY8REHV7PB0ZXX42,33.2242,3025962,2025-03-22 12:30:52 UTC,,,
0FV5N5PM98S0X35AVDDQXTNQYA,33.2242,3025962,2025-03-22 12:31:08 UTC,,,
0FV5N5VG79WVGS255YAZ0BD6NZ,33.2242,3025962,2025-03-22 12:31:24 UTC,,,
0FV5N60CS9Y9FMEF0P084E6PY0,33.2242,3025962,2025-03-22 12:31:40 UTC,,,
0FV5N6595W873NC9R0XGG73XCD,33.2242,3025962,2025-03-22 12:31:56 UTC,,,
0FV5N6A55N92TDZC250VRG7VK7,33.2242,3025962,2025-03-22 12:32:12 UTC,,,
0FV5N6F1PRJZNGPAYT0YA4C9AR,33.2242,3025962,2025-03-22 12:32:28 UTC,,,
0FV5N6KY350881T5N2D5PKDM4M,33.2242,3025962,2025-03-22 12:32:44 UTC,,,
0FV5N6RT4REK424N7VHHKK77EV,33.2242,3025962,2025-03-22 12:33:00 UTC,,,
0FV5N6XPJ74K8ZGVHB91B04J3E,32.7561,3025962,2025-03-22 12:33:16 UTC,,,
0FV5N72K36632XDBYDX26528KX,33.2242,3025962,2025-03-22 12:33:32 UTC,,,
0FV5N77F1EXZ00974CG2NTR6W4,33.6924,3025962,2025-03-22 12:33:48 UTC,,,
